Married,Age,EducationLevel,MaxBillAmountOverLast6Months,MaxPaymentAmountOverLast6Months,MonthsWithZeroBalanceOverLast6Months,MonthsWithLowSpendingOverLast6Months,MonthsWithHighSpendingOverLast6Months,MostRecentBillAmount,MostRecentPaymentAmount,TotalOverdueCounts,TotalMonthsOverdue,HistoryOfOverduePayments,h_c,s
1,0,2,600,40,0,0,6,510,40,0,0,0,1,0.15901202512892945
1,0,1,5540,240,0,0,6,5540,240,0,0,0,0,0.14818778995343723
0,0,3,310,80,0,6,0,230,80,1,2,1,1,0.3377798711259461
1,0,2,1470,100,0,0,6,1390,0,2,5,1,0,0.6309166526942467
1,0,3,2550,130,0,0,0,2320,110,1,12,1,1,0.5995545690064297
0,0,2,660,120,0,0,0,600,120,1,6,1,1,0.4298328965867558
0,0,2,550,50,0,0,0,460,50,1,12,1,1,0.602728806780882
0,0,1,610,410,1,0,3,180,0,1,3,1,1,0.35871986485572005
1,0,3,12690,460,0,0,2,6780,310,0,0,0,0,0.048736940894426546
0,0,1,810,50,0,2,0,810,40,0,0,0,0,0.12471253903763288
1,0,3,80,80,3,6,0,0,20,0,0,0,0,0.10823356012942208
0,0,2,1520,80,0,0,3,1470,80,0,0,0,0,0.1338606619277921
1,0,2,40,40,0,6,0,40,40,0,0,0,1,0.1348148555048631
1,0,1,2980,270,0,2,4,2880,0,1,9,1,1,0.5816870415956596
1,0,1,890,110,0,0,0,820,0,1,7,1,0,0.481659874802349
0,0,2,120,120,3,6,0,0,30,0,0,0,0,0.10300861481082568
0,0,1,1500,80,0,3,3,1430,80,0,0,0,0,0.1377711302968431
1,0,2,600,60,0,0,6,530,40,0,0,0,1,0.15941848289814023
0,0,2,4770,310,0,0,0,4770,310,0,0,0,0,0.10947647180657048
0,1,3,130,130,1,6,0,90,0,0,0,0,0,0.10672845748829135
1,0,3,0,0,0,6,0,0,0,0,0,0,0,0.13551401043998992
0,0,3,1940,1920,2,4,0,200,110,0,0,0,0,0.081111844087684
0,0,2,620,140,0,2,3,620,60,0,0,0,0,0.13859438839259608
0,1,2,890,60,0,0,6,880,60,0,0,0,0,0.13630610284653755
0,0,3,7600,320,0,0,3,7600,320,0,0,0,0,0.11978762211482913
1,0,2,50,50,2,6,0,30,0,0,0,0,0,0.11854324926079941
0,0,3,230,200,1,6,0,230,30,0,0,0,0,0.11948413690819856
0,0,2,1480,110,0,0,6,1300,60,1,2,1,0,0.38406760093086617
1,0,3,120,120,2,6,0,50,0,1,4,1,0,0.37237476419518145
0,0,1,3230,150,0,1,0,3230,150,0,0,0,0,0.1177793930242737
0,0,3,10,10,1,6,0,0,0,1,1,1,0,0.30472289588330953
0,1,0,330,90,0,3,0,200,50,0,0,0,0,0.11067036255792327
0,0,2,3690,150,0,0,3,2370,90,0,0,0,1,0.10991918660770915
1,0,2,1190,240,0,6,0,880,240,1,2,1,0,0.32963240676585787
1,0,2,12700,550,0,0,6,12450,550,0,0,0,0,0.12391292951058812
0,0,1,1570,150,0,0,4,1520,50,1,2,1,0,0.3701436203793002
1,0,2,600,40,0,0,6,540,0,1,3,1,1,0.43532305579935726
0,1,3,370,80,0,0,0,170,40,0,0,0,0,0.10491928820601283
0,1,1,430,50,0,0,0,430,50,0,0,0,0,0.10910570622005053
1,0,2,40,40,0,6,0,40,40,0,0,0,0,0.1348148555048631
0,0,2,3550,200,0,1,0,3360,170,0,0,0,0,0.11293619902457853
0,0,1,370,370,1,6,0,230,30,0,0,0,0,0.11846680549323385
1,0,3,0,0,0,6,0,0,0,1,1,1,1,0.33357167546477856
0,0,3,2370,130,0,0,5,2260,100,0,0,0,1,0.14086273036171104
1,0,2,540,60,0,6,0,370,50,0,0,0,0,0.13083326463965322
1,0,1,280,280,3,6,0,120,280,0,0,0,0,0.10029781209791044
1,0,2,0,0,0,6,0,0,0,1,1,1,1,0.3352677730072261
0,0,2,2180,100,0,0,4,2180,80,1,2,1,1,0.3669528928688516
1,0,3,480,60,1,5,0,480,60,0,0,0,0,0.12295154686030817
1,0,2,140,80,3,6,0,0,20,3,7,1,0,0.7088986526566827
1,0,2,310,130,2,2,1,190,0,1,9,1,0,0.5123342198098169
0,1,2,330,320,1,1,4,210,80,1,4,1,0,0.37147082218410354
0,0,2,1520,70,0,0,3,1510,70,1,2,1,0,0.35819937043230465
1,0,1,1620,950,1,0,3,1620,0,1,9,1,1,0.5518632986728045
0,1,1,500,70,0,0,2,370,40,1,2,1,1,0.31995881685412364
0,0,2,3970,2440,1,0,1,3970,130,0,0,0,0,0.11078279985801104
0,0,3,170,170,3,6,0,20,70,0,0,0,0,0.1006138871835025
0,1,2,2640,180,0,0,6,2520,180,1,14,1,1,0.6719237046098262
0,0,2,1240,90,0,0,1,1100,0,2,5,1,0,0.5624201281148695
1,0,2,1760,90,0,0,0,1720,80,1,5,1,0,0.4169066718353164
1,0,2,320,800,4,6,0,140,320,0,0,0,0,0.09105875876712949
0,0,2,4140,310,0,0,5,3800,310,0,0,0,0,0.12777253808273414
0,1,3,1510,120,0,0,4,1510,120,1,2,1,1,0.3334252642897982
1,0,2,1460,60,0,0,6,1460,50,0,0,0,0,0.15957975655774825
1,0,3,0,0,0,6,0,0,0,0,0,0,1,0.13551401043998992
1,0,2,2470,110,0,0,2,2430,110,0,0,0,1,0.13291799694031964
0,0,3,70,90,3,6,0,0,0,0,0,0,0,0.10400582603463003
0,0,3,920,920,2,6,0,550,60,0,0,0,1,0.10375620471626767
0,0,3,3070,310,0,0,0,2130,150,0,0,0,0,0.10073490848665571
0,0,3,1300,1240,4,6,0,80,100,1,2,1,0,0.2326440168313663
0,0,3,50,90,4,6,0,10,20,0,0,0,0,0.09678904976921555
0,0,3,1500,90,0,0,4,1500,90,1,2,1,1,0.3656945194729647
0,0,2,1830,150,0,0,0,1620,150,1,12,1,1,0.5876684372220287
0,0,1,430,430,2,4,0,50,60,0,0,0,0,0.10398196588253604
0,0,2,2520,140,0,0,0,2440,140,1,8,1,1,0.4799274577365329
1,0,2,180,180,2,6,0,0,130,0,0,0,0,0.11143873153520534
0,0,1,1500,80,0,0,3,1430,80,0,0,0,0,0.13439188920950673
0,1,2,30,30,1,6,0,30,0,1,7,1,1,0.4334229835876275
0,0,3,10,10,2,6,0,0,10,1,1,1,0,0.28770276636586545
1,0,2,940,870,1,0,4,890,60,0,0,0,0,0.13662402988553943
0,1,2,70,0,0,6,0,70,0,1,31,1,1,0.9262686120606838
1,0,3,280,1420,2,6,0,280,150,0,0,0,0,0.11179467419734122
0,0,2,80,80,0,6,0,80,80,0,0,0,0,0.12727288680857407
0,0,2,4030,200,0,0,3,3990,200,0,0,0,0,0.12727566233523394
1,0,1,50,50,1,6,0,10,50,0,0,0,0,0.12568633673417104
0,0,1,1550,150,0,0,4,1420,150,1,2,1,1,0.3597067848910269
1,0,3,460,290,3,6,0,460,60,0,0,0,1,0.10776302106043494
0,0,2,1900,90,0,0,0,1790,90,0,0,0,0,0.11732089962535595
0,1,3,1350,110,0,0,2,1270,110,1,6,1,1,0.4164155262490859
1,0,2,2870,160,2,5,0,2870,40,0,0,0,0,0.11417884132269224
0,0,2,1810,90,0,0,0,1720,90,0,0,0,0,0.11772661270340908
1,0,3,30,30,2,6,0,20,30,0,0,0,1,0.11694269787466488
1,0,2,2150,150,0,0,3,2150,100,0,0,0,0,0.1396005655362665
1,0,2,1880,1880,1,3,0,80,50,0,0,0,0,0.0921548377276553
0,0,1,3220,380,0,0,2,1960,40,1,2,1,1,0.30428043185693054
0,0,2,3070,240,0,1,5,3070,150,0,0,0,0,0.14234569958594387
0,1,2,610,50,0,5,1,610,50,0,0,0,0,0.11752521699612686
1,0,2,800,240,2,6,0,800,150,0,0,0,0,0.11313039840800963
0,0,3,860,860,1,6,0,70,860,0,0,0,0,0.08293766421527893
1,0,2,270,190,1,0,1,110,40,0,0,0,0,0.1214591635672997
1,0,2,1490,60,0,0,4,1490,60,0,0,0,0,0.14744885681747905
1,0,2,1540,70,0,0,0,1540,70,0,0,0,0,0.12583410213036336
0,0,3,590,60,0,0,0,490,50,1,4,1,1,0.3776508771659997
0,0,2,1880,850,0,0,3,1850,120,0,0,0,1,0.13167139129433322
1,0,2,1450,160,0,0,0,1270,0,2,6,1,1,0.5898577871244755
0,0,3,2010,2010,2,6,0,600,2010,0,0,0,0,0.04871416420077437
1,0,1,2510,110,0,0,6,2510,110,0,0,0,0,0.15685058259753207
0,0,3,320,320,4,6,0,110,120,0,0,0,0,0.09136525577803935
0,0,3,0,0,0,6,0,0,0,1,1,1,1,0.32197243774180423
0,0,3,3580,2360,1,1,1,3580,110,0,0,0,0,0.11198799352887108
1,0,2,820,60,0,6,0,750,40,0,0,0,0,0.13278440201997393
0,0,3,10,10,0,6,0,10,10,0,0,0,1,0.1290811517764221
0,0,2,0,0,0,6,0,0,0,1,1,1,0,0.3236381987499986
1,0,1,60,70,5,6,0,0,0,1,1,1,0,0.2535797461488504
0,0,2,2760,2350,1,2,0,250,80,0,0,0,0,0.07697895912519045
0,0,2,0,0,0,6,0,0,0,1,1,1,1,0.3236381987499986
1,0,2,360,370,2,6,0,0,0,1,2,1,0,0.31183841114387395
1,0,1,580,100,0,0,0,500,100,1,6,1,1,0.4456663603850044
0,0,3,590,90,0,1,0,520,60,0,0,0,0,0.12029360503952195
0,1,3,280,60,0,0,3,200,60,0,0,0,0,0.11970531323328606
0,0,3,3310,310,0,0,0,2680,100,0,0,0,0,0.10667794488806548
1,0,2,2730,150,0,0,3,2730,150,0,0,0,0,0.13712606103540068
0,0,2,2870,640,1,3,0,1510,150,0,0,0,0,0.09115657646197355
1,0,2,900,900,3,6,0,110,190,0,0,0,0,0.09251019731682103
0,1,2,1360,1360,1,0,1,1360,70,0,0,0,0,0.10287039368179056
0,1,2,230,120,1,0,0,110,120,2,4,1,0,0.4636527039709864
0,0,2,20,60,4,6,0,0,0,1,1,1,0,0.258333024131572
0,0,0,4180,190,0,0,2,4180,190,0,0,0,0,0.12494242592601376
1,0,3,2950,190,0,0,0,2690,130,1,12,1,1,0.5959644279881624
1,0,1,3520,3630,3,4,0,0,40,0,0,0,0,0.06139738415462121
1,0,3,30,40,1,6,0,10,10,0,0,0,1,0.12581345818396994
1,0,2,930,150,0,0,2,660,0,1,8,1,1,0.5223770736692596
0,0,2,600,60,0,0,4,480,20,1,7,1,0,0.5085977575111164
1,0,2,1350,70,0,0,0,1280,60,0,0,0,0,0.12512326184252456
0,0,3,440,440,2,6,0,0,0,0,0,0,0,0.10525395771364032
0,0,2,9330,380,0,0,1,9330,360,0,0,0,0,0.10872651491812627
0,0,3,1770,90,0,3,3,1770,90,0,0,0,0,0.13664937622935183
0,0,3,640,140,0,0,0,510,50,0,0,0,0,0.11853073499136522
0,0,3,130,370,3,6,0,80,30,0,0,0,0,0.10314033950251156
0,0,1,2700,150,0,0,0,2690,110,1,2,1,0,0.32445840795693437
1,0,2,1510,110,0,0,4,1510,0,1,3,1,0,0.41381322758491346
0,0,3,2110,150,0,0,0,2000,150,1,2,1,0,0.31584748648806205
0,1,2,1460,90,0,2,3,1460,60,0,0,0,0,0.1229089110536281
0,0,2,2410,210,0,0,6,2240,90,0,0,0,0,0.14642522587102763
0,0,2,810,70,0,2,0,670,70,1,2,1,0,0.32868567193037584
0,0,3,200,260,2,6,0,180,0,2,3,1,0,0.47461074841775175
1,0,3,30,30,1,6,0,10,10,1,2,1,0,0.33982373155480317
0,0,1,610,610,3,6,0,560,610,0,0,0,0,0.08777115487139944
0,0,2,20,20,0,6,0,20,20,0,0,0,1,0.12955628020364746
1,0,3,2600,100,0,0,0,2600,100,0,0,0,0,0.12300936295148064
0,0,2,4300,250,0,0,3,4300,250,0,0,0,0,0.125912729047214
1,0,3,2430,150,0,6,0,2430,70,0,0,0,0,0.1305493328931344
1,0,2,1550,60,0,2,0,1550,50,1,2,1,0,0.34562385141525553
1,0,2,1020,160,0,1,0,1020,80,0,0,0,0,0.12690342066516327
1,0,1,600,400,2,5,0,130,120,0,0,0,0,0.10655292776416309
1,0,1,710,140,0,0,0,590,50,1,7,1,1,0.4759123049579588
1,0,2,4150,130,0,0,2,4150,0,1,4,1,0,0.4144134476123512
0,0,3,250,180,0,6,0,250,180,0,0,0,1,0.12266159877232266
1,0,3,610,1070,3,6,0,180,360,0,0,0,0,0.09216298408507102
1,0,3,0,0,0,6,0,0,0,1,1,1,0,0.33357167546477856
1,0,2,2700,310,0,0,5,2200,110,1,2,1,0,0.3674084920600207
1,0,2,0,0,0,6,0,0,0,1,1,1,0,0.3352677730072261
0,0,2,1850,950,1,0,4,1850,60,1,2,1,0,0.3493815835778431
0,0,1,4030,150,0,0,4,4030,150,0,0,0,0,0.13591162667336984
0,0,1,810,100,0,0,3,650,100,2,4,1,0,0.5505523442608965
1,0,3,300,300,3,6,0,80,140,0,0,0,0,0.10213151447482993
1,0,2,2150,110,0,0,0,2150,110,0,0,0,0,0.1238577756791968
1,0,1,2700,150,0,0,3,2660,120,0,0,0,0,0.13845232812315755
1,0,1,1620,180,0,0,6,1470,180,1,13,1,1,0.689761412678289
0,0,1,9410,6220,2,1,4,1670,5600,0,0,0,0,0.006093532989768351
1,0,3,40,40,1,6,0,0,0,1,1,1,0,0.3148476616336817
1,0,3,50,50,2,6,0,10,30,0,0,0,0,0.11641402378369028
0,0,3,700,710,3,6,0,260,210,0,0,0,0,0.09188056841213339
0,0,2,2090,80,0,0,6,1980,70,1,2,1,1,0.38487738537563226
0,0,3,2860,210,0,0,0,2530,90,1,2,1,0,0.31106692006997494
0,0,3,70,40,1,6,0,70,10,0,0,0,0,0.12044189543233531
1,0,3,20,20,1,6,0,0,20,2,6,1,0,0.5905899650870574
1,0,2,3170,140,0,0,6,3130,140,0,0,0,0,0.1530291123405233
1,0,2,880,50,0,0,3,880,40,1,10,1,0,0.5969420649508607
0,0,2,280,40,0,1,2,150,30,0,0,0,0,0.13134129678424897
1,0,3,330,330,2,6,0,90,330,0,0,0,1,0.10334917446646533
1,0,3,260,260,2,6,0,260,0,0,0,0,0,0.11772814310933549
1,0,3,5910,240,0,0,0,5910,210,0,0,0,0,0.1163885807552825
0,1,3,300,300,3,6,0,100,80,0,0,0,0,0.0882062743393289
1,0,1,1160,310,0,0,0,1100,90,0,0,0,1,0.1250137162979593
1,0,2,3190,1500,0,0,1,1650,60,0,0,0,1,0.1032428193068397
0,0,2,1130,240,0,6,0,820,60,1,4,1,0,0.38294929866745653
1,0,2,1290,220,0,6,0,890,50,0,0,0,0,0.12590174014448885
0,0,2,1790,160,0,0,0,1790,160,2,4,1,1,0.5145922478879996
1,0,2,590,380,1,6,0,60,30,0,0,0,0,0.11647078438163011
1,0,1,40,160,3,6,0,10,20,0,0,0,0,0.11046329182887087
1,0,3,290,230,4,6,0,0,20,1,1,1,0,0.25675741390850837
0,0,2,1490,50,0,4,0,1480,50,0,0,0,0,0.12485999388432428
0,0,3,880,170,0,6,0,560,90,0,0,0,0,0.11978672129555432
1,0,2,1130,150,0,3,0,770,90,0,0,0,0,0.12226677561806945
1,0,2,5890,220,0,0,0,5890,220,0,0,0,0,0.1168734882597033
0,0,3,60,60,3,6,0,50,0,0,0,0,0,0.10493571647718494
1,0,2,920,90,0,0,6,770,40,0,0,0,0,0.15734131236807844
0,0,2,50,50,1,6,0,40,40,0,0,0,1,0.1200587490657032
1,0,1,980,50,0,0,4,460,50,0,0,0,0,0.13906442181790912
1,0,3,110,110,2,6,0,20,0,0,0,0,0,0.11648935536582909
1,0,3,1920,1500,1,6,0,1650,1500,0,0,0,0,0.07669830706099268
1,0,1,1450,120,0,0,6,1280,120,2,4,1,0,0.5931844238774919
0,0,3,0,0,0,6,0,0,0,1,1,1,0,0.32197243774180423
0,0,3,6620,2850,1,2,0,6620,260,1,2,1,0,0.2873604590679028
0,1,3,1210,1030,1,0,5,1140,60,0,0,0,0,0.11946058414854946
0,1,2,1500,460,0,0,2,1500,460,0,0,0,0,0.1031950902934885
0,0,2,220,520,4,6,0,0,30,1,1,1,0,0.24939992514772022
0,0,2,580,90,0,0,0,400,60,1,4,1,1,0.37563098825447655
1,0,2,4620,180,0,0,6,4280,170,0,0,0,0,0.14423492167254987
1,0,2,2080,1170,4,6,0,1160,1170,0,0,0,0,0.06229938809113747
0,1,3,920,80,0,0,6,770,50,2,4,1,0,0.5517333520234782
1,0,3,3720,350,0,0,6,3430,130,0,0,0,0,0.14659677392429574
0,0,3,1850,1850,2,5,0,480,400,0,0,0,0,0.07935806810842731
0,0,3,760,760,3,4,0,300,760,0,0,0,1,0.07640434434143056
0,0,3,1220,1160,2,3,0,0,0,1,1,1,0,0.2414017515968692
0,1,2,530,530,1,4,2,0,0,1,1,1,0,0.2748378124000576
1,0,2,1000,60,0,3,0,850,50,0,0,0,1,0.12755246684459168
1,0,2,1480,310,0,0,5,1310,90,0,0,0,0,0.1482056611750118
1,0,1,740,50,0,0,0,740,0,1,3,1,0,0.3742846152420716
0,1,2,910,890,1,2,0,210,60,0,0,0,1,0.09170954763259091
1,0,3,1500,1500,3,6,0,40,660,0,0,0,0,0.07174296955664762
1,0,2,610,60,0,0,6,510,60,1,2,1,0,0.40141062604051436
0,0,3,710,60,0,0,0,610,0,1,4,1,1,0.38124063822812887
1,0,3,400,40,0,6,0,370,40,0,0,0,0,0.13304490210247938
0,0,3,2670,240,0,0,0,2410,90,1,2,1,0,0.31374278207288486
0,1,1,1070,120,0,0,0,1070,50,0,0,0,1,0.1085603061688273
1,0,3,190,0,0,6,0,190,0,1,4,1,0,0.4125252034478154
1,0,2,290,150,0,2,0,210,60,0,0,0,0,0.12791234682028899
0,0,3,700,700,3,6,0,40,0,0,0,0,1,0.09465810220957978
0,0,3,430,430,2,6,0,20,430,0,0,0,0,0.09326276219000072
0,0,2,1460,90,0,0,0,1460,60,0,0,0,0,0.12054787711091723
1,0,1,880,60,0,0,0,800,0,1,3,1,0,0.3710118804511877
0,0,3,60,60,3,6,0,40,20,0,0,0,0,0.10417943882201955
0,1,3,450,330,1,6,0,180,140,0,0,0,0,0.09877025618813651
0,1,3,290,50,0,0,0,210,30,1,12,1,1,0.5713582752115643
0,0,2,320,40,0,0,6,270,40,1,11,1,0,0.6421712560281824
0,0,2,3930,150,0,0,1,3930,150,0,0,0,0,0.12011072720917687
1,0,2,2190,90,0,6,0,2110,90,0,0,0,0,0.129499740651181
0,0,2,1810,310,0,4,0,1750,100,1,2,1,0,0.33142428631246623
1,0,2,2790,220,0,0,6,2770,0,1,7,1,0,0.5450960372059956
0,0,3,10,10,0,6,0,10,10,0,0,0,0,0.1290811517764221
0,0,2,5550,3070,1,4,0,1450,70,0,0,0,0,0.060405685831953014
0,0,2,1580,70,0,0,0,1470,60,0,0,0,0,0.11861115880026875
1,0,2,290,290,2,6,0,70,160,0,0,0,0,0.10967801199169909
0,0,2,2010,1530,2,2,0,90,900,0,0,0,0,0.06175668952794148
0,0,3,290,170,1,6,0,290,170,0,0,0,0,0.1147739463648918
0,0,3,940,2170,3,6,0,940,120,0,0,0,0,0.09927069295676763
0,1,2,3280,2440,1,0,4,2780,110,0,0,0,0,0.104515982421354
0,0,3,660,660,1,5,0,50,660,0,0,0,0,0.08982022325185333
0,0,3,1980,150,0,0,0,1760,150,0,0,0,0,0.11266072592496197
0,0,2,4580,180,0,0,4,4300,180,0,0,0,0,0.12825996243145432
0,0,2,930,50,0,0,0,620,50,0,0,0,0,0.11617520134659953
1,0,2,90,210,1,6,0,90,90,0,0,0,0,0.12395850597564474
0,0,3,1700,760,1,5,0,860,310,0,0,0,0,0.0954907841063845
0,1,2,600,50,0,0,5,470,50,0,0,0,1,0.12955597146674808
0,0,3,0,0,0,6,0,0,0,1,1,1,1,0.32197243774180423
1,0,3,110,80,4,6,0,110,40,0,0,0,0,0.10144844962586815
0,1,2,90,90,2,6,0,40,40,0,0,0,0,0.09891762847320001
0,0,3,3580,60,0,5,1,3580,40,0,0,0,1,0.1287599512525842
0,0,2,270,5190,3,6,0,0,0,0,0,0,0,0.09778574291038651
0,0,2,8640,340,0,0,6,8360,340,0,0,0,0,0.1287987671197587
0,0,2,610,90,0,3,0,570,60,2,4,1,0,0.5307061048985082
0,0,2,2170,1940,1,1,0,0,1940,0,0,0,0,0.045937461144602905
0,0,2,600,50,0,0,5,480,40,0,0,0,0,0.14577964916998662
0,1,3,700,80,0,0,6,700,40,0,0,0,0,0.13651655512938746
0,0,3,60,60,2,6,0,10,60,0,0,0,1,0.10997849511621068
1,0,3,1940,1950,3,6,0,130,140,0,0,0,0,0.07906472885808713
0,0,3,90,90,1,6,0,0,0,0,0,0,0,0.11920246297708906
0,0,3,9290,820,0,0,0,8640,370,1,12,1,1,0.5351111305852009
1,0,1,3410,130,0,0,0,3340,120,0,0,0,0,0.12203367795270255
1,0,1,1000,100,0,0,0,840,40,1,6,1,1,0.44648376304631443
1,0,2,2830,110,0,0,0,2730,100,0,0,0,0,0.12190348600886876
1,0,3,30,20,2,6,0,30,0,0,0,0,1,0.1181250197491237
1,0,2,6790,240,0,0,0,6790,240,0,0,0,0,0.11546392324719366
0,0,2,1890,140,0,1,4,1830,100,1,4,1,1,0.4199017042653201
1,1,3,550,240,1,4,0,180,90,0,0,0,0,0.10180369075094022
0,0,3,130,130,3,6,0,10,10,1,2,1,0,0.29086023241477466
0,0,3,940,460,0,0,0,940,150,0,0,0,0,0.1168080073360348
0,0,2,1020,90,0,0,0,880,60,1,2,1,0,0.3247819919264249
0,0,2,900,150,0,0,6,780,120,1,10,1,0,0.6056001120029982
1,0,2,130,110,3,6,0,20,0,0,0,0,0,0.10907097896644573
1,0,1,16310,1570,0,0,6,15020,1570,2,8,1,1,0.5131268097166987
0,0,2,290,300,2,6,0,270,300,0,0,0,0,0.10339454162334348
0,1,2,130,50,1,6,0,130,0,1,3,1,0,0.3269014985507919
0,0,2,2370,130,0,0,6,2130,80,0,0,0,0,0.14555366272757708
0,0,3,120,120,3,6,0,0,0,0,0,0,0,0.10320225794116265
1,0,1,210,210,1,4,0,160,110,0,0,0,1,0.12105905332135453
1,0,2,940,470,2,6,0,940,30,0,0,0,0,0.1167757403276092
0,0,3,210,210,2,6,0,0,0,1,1,1,1,0.2811815873234822
0,0,3,60,60,1,6,0,20,60,0,0,0,1,0.11805934204717129
1,0,2,240,230,3,6,0,240,0,1,2,1,0,0.3078509391291255
1,0,3,3210,2660,3,5,0,3210,2660,0,0,0,0,0.04712353735889388
1,1,2,1550,60,0,0,6,1510,60,0,0,0,0,0.14140498630111956
0,0,2,170,330,4,6,0,50,60,0,0,0,0,0.09496053819467482
1,0,1,2210,100,0,2,0,2120,100,0,0,0,0,0.12551862439830228
1,0,3,240,120,1,6,0,130,40,0,0,0,0,0.12293296644525403
0,0,3,6290,180,0,0,6,6170,180,0,0,0,0,0.13919782029961383
0,0,3,340,60,1,6,0,340,50,0,0,0,0,0.11883624303978424
0,0,1,900,90,0,0,6,900,90,0,0,0,0,0.1524931623376151
0,0,3,6250,280,0,0,3,6230,270,0,0,0,0,0.12233589034086921
0,1,2,400,400,1,2,0,150,30,0,0,0,0,0.09947782515229364
0,0,3,4070,270,0,3,3,3780,180,0,0,0,0,0.1258012155714656
0,1,3,340,30,0,0,0,240,30,1,6,1,1,0.4022487013829925
0,1,1,600,30,0,4,2,600,30,0,0,0,1,0.12278067108976021
0,0,2,20,40,2,6,0,10,10,0,0,0,0,0.11301957627677892
0,1,2,310,90,0,0,3,310,40,0,0,0,0,0.12251773915600167
1,0,2,3530,240,0,0,0,3340,170,1,4,1,0,0.37351065829753666
1,0,3,3080,2230,1,3,0,360,2230,0,0,0,0,0.04066628656347543
0,1,2,310,310,2,6,0,0,0,1,1,1,0,0.2533952939976562
1,0,2,360,270,2,6,0,120,150,0,0,0,0,0.1096438993963495
0,0,3,70,0,0,6,0,70,0,0,0,0,1,0.12940179273461747
1,0,2,1870,150,0,0,3,1820,100,0,0,0,0,0.1389048936629263
1,0,1,5730,240,0,0,2,5670,240,2,4,1,1,0.535283821774547
0,0,3,2490,150,0,0,0,2490,90,0,0,0,0,0.11782431359088869
1,0,2,12860,490,0,0,6,12860,460,0,0,0,0,0.13153428353453353
0,1,2,1400,100,0,0,5,1190,50,0,0,0,1,0.1273695013146752
1,0,1,1350,60,0,0,5,1220,60,0,0,0,0,0.15162766246170142
1,0,2,200,200,3,6,0,0,30,0,0,0,1,0.10662409124271847
0,0,2,4010,150,0,4,1,4010,150,0,0,0,0,0.12415212209895864
1,0,1,320,0,0,4,0,320,0,1,5,1,1,0.4390205580149302
1,0,2,880,90,0,0,5,690,90,2,7,1,1,0.6628116452648467
1,1,3,280,100,2,5,0,280,80,0,0,0,1,0.10152562296947874
0,0,0,90,80,1,6,0,90,0,1,3,1,0,0.36009070135145815
0,0,2,890,960,2,2,4,0,40,0,0,0,0,0.11066700737163739
0,1,2,1070,70,0,0,5,470,40,0,0,0,1,0.1212337150348335
1,0,2,2250,150,0,0,0,2100,120,0,0,0,1,0.12081030060702286
0,1,2,20,20,2,6,0,0,20,1,1,1,1,0.2619404956558396
1,0,2,580,590,2,6,0,330,590,0,0,0,0,0.09596682661840812
1,0,3,80,0,0,6,0,80,0,0,0,0,0,0.13544024215799735
0,0,2,50,90,3,6,0,20,0,1,4,1,0,0.34563480551546627
1,0,1,320,320,1,6,0,100,10,0,0,0,0,0.12347691677585959
0,0,3,1670,1670,1,5,0,570,190,0,0,0,0,0.09461752565266435
1,0,2,120,80,1,6,0,120,50,0,0,0,0,0.12546507303058127
1,0,3,30,30,5,6,0,0,30,1,1,1,0,0.24989182004123195
0,0,2,2490,500,1,2,3,2210,460,0,0,0,0,0.10933681638254056
1,0,3,90,90,1,6,0,0,0,1,1,1,0,0.3129482066497612
0,1,1,1450,40,0,0,1,1450,40,0,0,0,0,0.11308015109652458
1,0,2,3040,230,0,0,1,2660,130,2,6,1,1,0.579593902225481
1,0,2,4440,240,0,0,6,4320,240,1,2,1,0,0.3792493283899851
1,0,2,890,50,0,0,0,890,50,0,0,0,0,0.12713346101805167
0,0,2,4210,160,0,0,0,4190,160,0,0,0,0,0.11455137138677
0,0,2,490,490,2,6,0,0,0,1,1,1,0,0.2728167421508246
0,0,3,100,100,2,6,0,10,40,1,4,1,0,0.3565154177792491
0,0,1,160,160,2,5,0,0,120,1,1,1,1,0.27628067204293505
1,1,2,1570,320,2,3,1,1330,150,0,0,0,0,0.09796253508638063
1,0,3,20,40,1,6,0,20,20,0,0,0,0,0.1258183044183055
1,0,2,80,80,3,6,0,40,0,0,0,0,0,0.11022842991988065
0,0,2,2320,100,0,1,0,2190,80,0,0,0,0,0.11796720916047769
1,0,2,40,40,1,6,0,0,0,0,0,0,0,0.12664906637239676
0,0,2,620,180,0,0,5,570,60,0,0,0,0,0.1462150906156604
1,0,2,680,0,0,5,0,680,0,0,0,0,1,0.1346593071071243
0,0,3,3400,3290,1,0,0,3150,3290,0,0,0,0,0.039119800045062915
1,0,2,40,60,2,6,0,40,0,0,0,0,0,0.11887787774054906
0,0,3,1830,350,0,0,4,1830,0,1,3,1,1,0.398189418804035
0,0,1,1310,80,0,0,0,1190,60,1,5,1,1,0.40534978602040544
0,0,0,100,100,3,6,0,10,30,0,0,0,0,0.10490600903408749
1,0,2,610,50,0,0,5,580,50,1,2,1,1,0.39412219903583495
1,0,2,1010,60,0,0,0,1010,60,0,0,0,0,0.12666077914214888
1,0,2,480,150,0,6,0,480,60,0,0,0,0,0.1335532863968792
1,0,1,490,60,0,0,1,430,60,1,2,1,0,0.3521920081415215
1,0,1,1130,100,0,0,6,1130,50,1,2,1,0,0.4068158996027309
0,0,1,1820,60,0,3,0,1820,60,0,0,0,0,0.12417543334514043
0,0,2,380,90,0,6,0,300,0,1,9,1,0,0.5382004739894918
